YYYYMM,Value,Description,Unit
201105,1371.15,Total Energy Consumed by the Residential Sector,Trillion Btu
201106,1599.765,Total Energy Consumed by the Residential Sector,Trillion Btu
201107,1904.872,Total Energy Consumed by the Residential Sector,Trillion Btu
201108,1842.69,Total Energy Consumed by the Residential Sector,Trillion Btu
201109,1466.938,Total Energy Consumed by the Residential Sector,Trillion Btu
201110,1337.794,Total Energy Consumed by the Residential Sector,Trillion Btu
201111,1570.499,Total Energy Consumed by the Residential Sector,Trillion Btu
201112,2110.009,Total Energy Consumed by the Residential Sector,Trillion Btu
201201,2260.456,Total Energy Consumed by the Residential Sector,Trillion Btu
201202,1901.419,Total Energy Consumed by the Residential Sector,Trillion Btu
201203,1549.054,Total Energy Consumed by the Residential Sector,Trillion Btu
201204,1287.366,Total Energy Consumed by the Residential Sector,Trillion Btu
201205,1350.933,Total Energy Consumed by the Residential Sector,Trillion Btu
201206,1523.022,Total Energy Consumed by the Residential Sector,Trillion Btu
201207,1853.234,Total Energy Consumed by the Residential Sector,Trillion Btu
201208,1740.333,Total Energy Consumed by the Residential Sector,Trillion Btu
201209,1409.794,Total Energy Consumed by the Residential Sector,Trillion Btu
201210,1333.431,Total Energy Consumed by the Residential Sector,Trillion Btu
201211,1619.284,Total Energy Consumed by the Residential Sector,Trillion Btu
201212,2029.522,Total Energy Consumed by the Residential Sector,Trillion Btu
201301,2430.958,Total Energy Consumed by the Residential Sector,Trillion Btu
201302,2066.928,Total Energy Consumed by the Residential Sector,Trillion Btu
201303,1997.101,Total Energy Consumed by the Residential Sector,Trillion Btu
201304,1487.638,Total Energy Consumed by the Residential Sector,Trillion Btu
201305,1323.463,Total Energy Consumed by the Residential Sector,Trillion Btu
201306,1486.316,Total Energy Consumed by the Residential Sector,Trillion Btu
201307,1730.944,Total Energy Consumed by the Residential Sector,Trillion Btu
201308,1656.142,Total Energy Consumed by the Residential Sector,Trillion Btu
201309,1453.75,Total Energy Consumed by the Residential Sector,Trillion Btu
201310,1350.357,Total Energy Consumed by the Residential Sector,Trillion Btu
201311,1696.068,Total Energy Consumed by the Residential Sector,Trillion Btu
201312,2381.555,Total Energy Consumed by the Residential Sector,Trillion Btu
201401,2777.624,Total Energy Consumed by the Residential Sector,Trillion Btu
201402,2323.887,Total Energy Consumed by the Residential Sector,Trillion Btu
201403,2066.405,Total Energy Consumed by the Residential Sector,Trillion Btu
201404,1424.831,Total Energy Consumed by the Residential Sector,Trillion Btu
201405,1350.304,Total Energy Consumed by the Residential Sector,Trillion Btu
201406,1498.191,Total Energy Consumed by the Residential Sector,Trillion Btu
201407,1668.094,Total Energy Consumed by the Residential Sector,Trillion Btu
201408,1641.747,Total Energy Consumed by the Residential Sector,Trillion Btu
201409,1450.327,Total Energy Consumed by the Residential Sector,Trillion Btu
201410,1344.353,Total Energy Consumed by the Residential Sector,Trillion Btu
201411,1762.551,Total Energy Consumed by the Residential Sector,Trillion Btu
201412,2148.301,Total Energy Consumed by the Residential Sector,Trillion Btu
201501,2541.943,Total Energy Consumed by the Residential Sector,Trillion Btu
201502,2337.031,Total Energy Consumed by the Residential Sector,Trillion Btu
201503,1948.676,Total Energy Consumed by the Residential Sector,Trillion Btu
201504,1337.362,Total Energy Consumed by the Residential Sector,Trillion Btu
201505,1296.741,Total Energy Consumed by the Residential Sector,Trillion Btu
201506,1480.064,Total Energy Consumed by the Residential Sector,Trillion Btu
201507,1729.073,Total Energy Consumed by the Residential Sector,Trillion Btu
201508,1681.104,Total Energy Consumed by the Residential Sector,Trillion Btu
201509,1446.094,Total Energy Consumed by the Residential Sector,Trillion Btu
201510,1328.974,Total Energy Consumed by the Residential Sector,Trillion Btu
201511,1512.809,Total Energy Consumed by the Residential Sector,Trillion Btu
201512,1903.942,Total Energy Consumed by the Residential Sector,Trillion Btu
201601,2383.562,Total Energy Consumed by the Residential Sector,Trillion Btu
201602,1976.875,Total Energy Consumed by the Residential Sector,Trillion Btu
201603,1573.825,Total Energy Consumed by the Residential Sector,Trillion Btu
201604,1332.979,Total Energy Consumed by the Residential Sector,Trillion Btu
201605,1281.05,Total Energy Consumed by the Residential Sector,Trillion Btu
201606,1520.454,Total Energy Consumed by the Residential Sector,Trillion Btu
201607,1808.525,Total Energy Consumed by the Residential Sector,Trillion Btu
201608,1762.425,Total Energy Consumed by the Residential Sector,Trillion Btu
201609,1469.336,Total Energy Consumed by the Residential Sector,Trillion Btu
201610,1310.497,Total Energy Consumed by the Residential Sector,Trillion Btu
201611,1438.021,Total Energy Consumed by the Residential Sector,Trillion Btu
201612,2231.317,Total Energy Consumed by the Residential Sector,Trillion Btu
201701,2308.207,Total Energy Consumed by the Residential Sector,Trillion Btu
201702,1701.611,Total Energy Consumed by the Residential Sector,Trillion Btu
201703,1765.36,Total Energy Consumed by the Residential Sector,Trillion Btu
201704,1303.004,Total Energy Consumed by the Residential Sector,Trillion Btu
201705,1316.432,Total Energy Consumed by the Residential Sector,Trillion Btu
201706,1474.758,Total Energy Consumed by the Residential Sector,Trillion Btu
201707,1736.529,Total Energy Consumed by the Residential Sector,Trillion Btu
201708,1606.431,Total Energy Consumed by the Residential Sector,Trillion Btu
201709,1371.172,Total Energy Consumed by the Residential Sector,Trillion Btu
201710,1341.523,Total Energy Consumed by the Residential Sector,Trillion Btu
201711,1609.941,Total Energy Consumed by the Residential Sector,Trillion Btu
201712,2273.187,Total Energy Consumed by the Residential Sector,Trillion Btu
201801,2704.493,Total Energy Consumed by the Residential Sector,Trillion Btu
201802,1965.771,Total Energy Consumed by the Residential Sector,Trillion Btu
201803,1896.218,Total Energy Consumed by the Residential Sector,Trillion Btu
201804,1542.179,Total Energy Consumed by the Residential Sector,Trillion Btu
201805,1378.514,Total Energy Consumed by the Residential Sector,Trillion Btu
201806,1562.457,Total Energy Consumed by the Residential Sector,Trillion Btu
201807,1782.894,Total Energy Consumed by the Residential Sector,Trillion Btu
201808,1729.648,Total Energy Consumed by the Residential Sector,Trillion Btu
201809,1488.834,Total Energy Consumed by the Residential Sector,Trillion Btu
197301,656.607,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197302,621.766,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197303,490.154,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197304,362.003,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197305,289.109,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197306,227.897,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197307,197.526,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197308,206.942,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197309,210.244,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197310,266.381,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197311,389.37,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197312,504.794,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197401,629.995,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197402,533.849,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197403,468.202,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197404,373.423,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197405,265.373,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197406,215.945,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197407,196.698,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197408,198.954,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197409,216.105,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197410,282.939,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197411,353.105,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197412,524.494,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197501,545.372,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197502,519.577,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197503,465.309,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197504,419.459,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197505,259.802,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197506,205.58,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197507,189.411,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197508,191.306,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197509,208.351,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197510,249.405,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197511,305.791,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197512,499.825,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197601,635.682,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197602,545.966,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197603,442.57,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197604,337.725,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197605,275.205,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197606,226.751,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197607,196.963,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197608,201.682,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197609,209.976,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197610,268.183,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197611,433.886,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197612,596.88,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197701,696.361,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197702,586.44,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197703,419.39,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197704,321.203,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197705,253.828,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197706,222.034,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197707,204.519,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197708,206.912,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197709,210.952,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197710,266.787,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197711,342.382,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197712,527.344,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197801,592.83,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197802,599.04,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197803,522.942,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197804,336.272,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197805,281.476,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197806,221.655,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197807,199.133,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197808,211.479,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197809,215.212,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197810,271.878,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197811,348.814,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197812,508.213,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197901,652.366,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197902,645.78,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197903,502.71,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197904,369.419,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197905,272.952,Primary Energy Consumed by the Commercial Sector,Trillion Btu
197906,215.857,Primary Energy Consumed by the Commercial Sector,Trillion Btu
